productcode,productprice,productprice
HP-090UF-50,215.46,
HP-130UF-50,243.39,
HP-160UF-40,269.99,
HP-160UF-50,269.99,
HP-185UF-40,293.93,
HP-185UF-50,293.93,
I2-JS-PL2X2-40W50K,40.3,
I2-JS-PL2X4-50W50K,67.6,
I2-JS-PL2X4-72W60K,67.6,
I2-LD-PLSH-A150-50K,175.5,
I2-PU-PLC-5W,9.75,
I2-PU-PLC-7W,10.66,
I2-SY-CAN36W50K-B,58.5,
I2-SY-CAN60W50K-B,67.6,
I2-V-PLC-10WE26,14.3,
I2-V-PLC-12W,13.0,
I2-V-PLC-12WG24Q,17.1,
I2-V-PLC-5W,9.75,
I2-V-PLC-7W,10.66,
I2-YR-PL295-W150,162.5,
I2-YR-PL415-W200,241.8,
I2-YR-PL415-W300,292.5,
I2-YR-PLQ785-W300,240.5,
IGL-10W-RGBW,111.74,
IGL-1W-30K,51.74,
IGL-1W-40K,51.74,
IGL-3W-30K,60.74,
IGL-3W-40K,60.74,
IGL-7W-30K,83.74,
IGL-7W-40K,83.74,
ILA150W,125.0,
ILA240W,156.0,
ILA300W,219.0,
ILA60W,63.0,
ILB1220,15.0,
ILB1260,20.0,
ILB1296,35.0,
ILB2475,30.0,
ILC12100,50.0,
ILC12150,60.0,
ILC12200,80.0,
ILC12350,90.0,
ILC12450,140.0,
ILC12600,170.0,
ILCTF,65.0,
ILCTF18A,85.0,
ILCTF20a4color,99.0,
ILDFBRGB,120.0,
ILFBRGB,80.0,
ILHFA300,105.0,
ILL-2L-840,40.3,
ILL-4H(32S)-840,57.2,
ILL-4H(32S)-850,57.2,
ILL-4H(46S)-840,61.1,
ILL-4H(46S)-850,61.1,
ILL-4L(23S)-835,57.2,
ILL-4L(23S)-840,57.2,
ILL-4L(23S)-850,57.2,
ILL-8H(54S)-850,98.8,
ILL-8H(65S)-840,98.8,
ILL-8L(38S)-840,91.0,
ILL-8L(38S)-850,91.0,
ILL-8VH(90S)-840,109.2,
ILL-8VH(90S)-850,109.2,
ILLED-100,75.0,
ILLED-30,40.0,
ILLED-45,60.0,
ILLED-60,65.0,
ILT-CB-14H(35S)-840,98.8,
ILT-CB-14L(26)-840,85.8,
ILT-CB-22H(35S)-840,76.7,
ILT-CB-22H(35S)-850,76.7,
ILT-CB-22L(26S)-835,67.6,
ILT-CB-22L(26S)-840,67.6,
ILT-CB-22L(26S)-850,67.6,
ILT-CB-24H(46S)-835,93.6,
ILT-CB-24H(46S)-840,93.6,
ILT-CB-24H(46S)-850,93.6,
ILT-CB-24H(60)-840,102.7,
ILT-CB-24L(34S)-835,85.8,
ILT-CB-24L(34S)-840,85.8,
ILT-CB-24L(34S)-850,85.8,
INTIMBEAM140SR,999.99,
INTIMHYBRID140SR,1369.99,
INTIMROADCASES35X,419.99,
INTIMSCAN305IRC,419.99,
INTIMSPOT155,419.99,
INTIMSPOT375ZIRC,1049.99,
INTIMSPOTDUO155,729.99,
INTIMTRIO,939.99,
INTIMWASHZ450IRC,999.99,
INTIMWAVE360IRC,789.99,
IRC6,39.99,
IRT-14H(33S)-835,94.9,
IRT-14H(33S)-840,94.9,
IRT-14H(33S)-850,94.9,
IRT-14L(23S)-840,94.9,
IRT-22H(33S)-840,75.4,
IRT-22L(23S)-840,72.8,
IRT-24H(44)-840,94.9,
IRT-24H(44)-850,94.9,
IRT-24L(30S2)-850,100.1,
IRT-24L(36S)-835,94.9,
IRT-24L(36S)-840,94.9,
IRT-24L(36S)-850,94.9,
IRT-24VL(23S)-835,88.4,
IRT-24VL(23S)-840,88.4,
JAMPACKGOLD,219.99,
JJ12A150,47.5,
JJC12001,29.26,
JP22-36W-K,75.0,
JP24-50W-K,123.75,
KINTAFX,159.99,
KK-PS-14DW-40-LFSZ,51.98,
KK-PS-22DW-40-LFSZ,47.85,
KK-PS-22EW-40-LFSZ,47.85,
KK-PS-24DW-40-LFPZ,92.4,
KK-PS-24DW-50-LFPZ,92.4,
KK-PS-24DW-50-LFSZ,77.55,
KK-PS-24EW-50-LFSZ,77.55,
KK-PS-24GW-72-LLCZ,84.15,
KXTEU,43.75,
KZXTEU,38.75,
L11.5T8DE435-CG4,9.11,
L11.5T8DE440-CG4,9.11,
L11.5T8DE450-CG4,9.11,$6.85
L11T8AB335-CG,9.91,$7.45
L11T8AB340-CG,9.91,$7.45
L11T8AB350-CG,9.91,$7.45
L12T5SE235-CG,10.57,
L12T5SE240-CG,10.57,
L12T5SE250-CG,10.57,
L12T8AB435-CG,9.91,$7.45
L12T8AB440-CG,9.91,$7.45
L12T8AB450-CG,9.91,$7.45
L13T5SE435-CG,11.11,
L13T5SE440-CG,11.11,
L13T5SE450-CG,11.11,
L13T8DF435-CG5,7.01,$5.27
L13T8DF450-CG5,7.01,$5.27
L13T8EX435,8.65,$6.50
L13T8EX440,8.65,
L13T8EX450,8.65,
L14T8DF335-CG4,8.45,
L14T8DF340-CG4,8.45,
L14T8DF350-CG4,8.45,
L14T8DF440-GA,6.3,
L14T8DF450-GA,6.3,
L16.5T8SE440-CG,8.11,
L16.5T8SE450-CG,8.11,$6.10
L16T5SE335-CG,11.64,
L16T5SE340-CG,11.64,
L16T5SE350-CG,11.64,
L17T8DF440,8.29,$7.16
L18T8SE415,18.33,
L18T8SE435-CG4,8.45,
L18T8SE440-CG4,8.45,
L18T8SE450-CG4,8.45,
L19T8EX435,5.81,$7.00
L19T8EX440,5.81,$7.00
L19T8EX450,5.81,
L19T8SE540-G,13.5,
L24T8-8-09P-G4-BP,139.75,
L24T8-8-09P-G4-EB,141.75,
L24T8-EB-1100,5.2,
L25T5DF435-CG5,11.04,
L25T5DF440-CG5,11.04,
L25T5DF450-CG5,11.04,
L25T5SE435-CG,12.64,
L25T5SE440-CG,12.64,
L25T5SE450-CG,12.64,
L27T5DF450-CG,7.0,
L30T8SE640-G,14.96,
L36T8-8-10P-G4-EB,139.75,
L36T8-8-11P-G4-BP,145.25,
L46T5HE-8-14P-P4-BP,201.36,
L46T5HE-8-15P-P6-EB,184.8,
L46T5HO-8-24P-P4-EB,184.8,
L46T5HO-8-25P-P4-BP,227.5,
L48T8-8-11P-G4-EB,126.0,
L48T8-8-12P-G4-BP,166.25,
L48T8-8-12P-G4-DW,173.25,
L48T8-8-14P-G2-FF,166.25,
L48T8-8-14P-G4-DW,161.0,
L48T8-8-14P-G4-EB,139.75,
L48T8-8-15P-G4-BP,139.65,
L48T8-8-17P-G4-DW,169.75,
L48T8-8-18P-G2-FF,173.25,
L48T8-8-18P-G4-BP,159.25,
L48T8-840-EB-2200,7.15,
L48T8-850-18P-G4-FF,194.25,
L48T8-EB-1800-ES,6.5,
L9T8AB235-CG,9.51,$7.15
L9T8AB240-CG,9.51,$7.15
L9T8AB250-CG,9.51,$7.15
L9T8DF240-CG4,7.91,
L9T8DF250-CG4,7.91,
L9T8SE235-G,7.32,
L9T8SE240-G,7.32,$5.50
L9T8SE250-G,7.32,$5.50
LA-002-BZ,73.74,
LA-003-BZ,73.74,
LA-008-BZ,73.74,
LA-010-BZ,73.74,
LA-010-CR,73.74,
LA-111-AN,73.74,
LA-111-BZ,73.74,
LA-111-CR,73.74,
LA-112-AN,73.74,
LA-112-BZ,73.74,
LA-112-CR,73.74,
LA-115-BZ,73.74,
LA-116-AN,73.74,
LA-116-BZ,73.74,
LA-116-CR,73.74,
LA-117-AN,73.74,
LA-117-BZ,73.74,
LA-117-CR,73.74,
LA-118-BZ,73.74,
LA-118-CR,73.74,
LAL-126-BK,72.74,
LAL-126-BZ,72.74,
LAL-126-SIL,72.74,
LB-PC48,6.65,
LB06-0001,11.97,
LB06-0002,11.97,
LB06-0003,11.97,
LB06-0004,1.56,
LB06-0007,1.56,
LB06-0010,1.25,
LB06-0013,3.13,
LB06-0016,4.38,
LB06-0019,2.5,
LB06-0022,1.25,
LB06-0043,0.94,
LB06-0064,1.25,
LB06-0085,6.25,
LB06-0169,6.25,
LB0627,11.97,
LB0627-0001,11.97,
LB0627-0002,11.97,
LB0635,11.97,
LB0635-0001,11.97,
LB0650,11.97,
LB0650-0001,11.97,
LB12-0001,15.96,
LB12-0002,15.96,
LB12-0003,15.96,
LB12-0004,1.56,
LB12-0007,1.56,
LB12-0010,1.25,
LB12-0013,3.13,
LB12-0016,4.38,
LB12-0019,2.5,
LB12-0022,0.94,
LB12-0043,1.25,
LB12-0064,1.25,
LB12-0085,6.25,
LB12-0169,6.25,
LB1227,15.96,
LB1227-0001,15.96,
LB1235,15.96,
LB1235-0001,15.96,
LB1250,15.96,
LB1250-0001,15.96,
LB24-0001,31.92,
LB24-0002,31.92,
LB24-0003,31.92,
LB24-0004,1.56,
LB24-0007,1.56,
LB24-0010,1.25,
LB24-0013,3.13,
LB24-0016,4.38,
LB24-0019,2.5,
LB24-0022,1.25,
LB24-0043,0.94,
LB24-0064,1.25,
LB24-0085,6.25,
LB24-0169,6.25,
LB2427,31.92,
LB2427-0001,31.92,
LB2435,31.92,
LB2450,31.92,
LB36-0001,47.88,
LB36-0002,47.88,
LB36-0003,47.88,
LB36-0004,1.56,
LB36-0007,1.56,
LB36-0010,1.25,
LB36-0013,3.13,
LB36-0016,4.38,
LB36-0019,2.5,
LB36-0022,1.25,
LB36-0043,0.94,
LB36-0064,1.25,
LB36-0085,6.25,
LB36-0169,6.25,
LB3627,47.88,
LB3627-0001,47.88,
LB3635,47.88,
LB3635-0001,47.88,
LB3650,47.88,
LB48-0001,63.84,
LB48-0002,63.84,
LB48-0003,63.84,
LB48-0004,1.56,
LB48-0007,1.56,
LB48-0010,1.25,
LB48-0013,3.13,
LB48-0016,4.38,
LB48-0019,2.5,
LB48-0022,1.25,
LB48-0043,0.94,
LB48-0064,1.25,
LB48-0085,6.25,
LB48-0169,6.25,
LB4827,63.84,
LB4827-0001,63.84,
LB4835,63.84,
LB4850,63.84,
LBW-2L(25S)-840,67.6,
LBW-4L(40S)-835,77.35,
LBW-4L(40S)-840,77.35,
LCDL-1027-10V-,93.6,
LCDL-1054-10V-,113.1,
LCDL-427-10V-,84.5,
LCDL-627-10V-,84.5,
LCDL-640-10V-,89.7,
LCDL-654-10V-,105.3,
LCDL-827-10V-,89.7,
LCDL-840-10V-,98.15,
LCDL-854-10V-,109.2,
LD-001-BZ,60.74,
LD-006-BZ,48.74,
LD-009-BZ,57.74,
LD-098-CR,57.74,
LD-099-BZ,48.74,
LD-103-AN,54.74,
LD-103-BZ,50.74,
LD-174-BZ,49.74,
LD-176-BZ,52.74,
LD-176-CR,56.74,
LD-192-BZ,60.74,
LDS-12W-30K-D,51.74,
LDS-12W-40K-D,51.74,
LED-10T8-8-BC36-G3,7.66,
LED-11T5HO-8-BC24-G3,9.02,
LED-12T8-8-BC48-G3,5.43,
LED-12T8-8-DE36-G3,8.03,
LED-12T8-8-DE48-G3,7.16,
LED-15T8-8-BC48-G3,5.68,
LED-15T8-8-DE48-G3,7.78,
LED-18T8-8-SE48-G3,8.03,
LED-24IPL-50WD40K,66.0,
LED-25T5HO-8-BC48-G3,10.5,
LED-25T5HO-8-DE48-G3,12.97,
LED-43T8-8-B96-G3,216.19,
LED-43T8HO-8-B96-G3,216.19,
LED-7300-K-G2,9.76,
LED-7311-K-G2,12.23,
LED-7312-K-G2,12.23,
LED-7318-A,12.23,
LED-7320-G2,12.23,
LED-7322-K-G2,12.23,
LED-7324-G2,12.23,
LED-7330-K-G2,11.0,
LED-7334-K-G2,11.0,
LED-7338-A,11.0,
LED-7342-27K-G2,28.29,
LED-7342-35K-G2,28.29,
LED-7342-40K-G2,28.29,
LED-8024E-A,54.8,
LED-8024M-A,54.8,
LED-8025E-,87.63,
LED-8027M-A,137.17,
LED-8029E-A,43.36,
LED-8029M-A,43.36,
LED-8030M-MHBC,148.47,
LED-8032M-MHBC,148.47,
LED-8032MGB,327.48,
LED-8033E-A,49.08,
LED-8033M-A,49.08,
LED-8035E-A,99.33,
LED-8035E-MHBC,84.12,
LED-8036M-MHBC,119.22,
LED-8038E-A,30.77,
LED-8039E-A,34.21,
LED-8039M30-A,34.21,
LED-8039M40-A,34.21,
LED-8039M57-A,34.21,
LED-8045M-,105.18,
LED-8046M-A,85.69,
LED-8054E27,29.13,
LED-8054E35,29.13,
LED-8054E40,29.13,
LED-8054E50,29.13,
LED-8055E-,87.63,
LED-8055EC,116.88,
LED-8055M-,87.63,
LED-8056M-A,81.78,
LED-8057M-A,116.88,
LED-8087E30-A,59.37,
LED-8087E40-A,59.37,
LED-8087E57-A,59.37,
LED-8087M30-A,59.37,
LED-8087M40-A,59.37,
LED-8087M57-A,59.37,
LED-8088E-MHBC,64.23,
LED-8088E30-G4,71.96,
LED-8088E40-G4,71.96,
LED-8088E50-G4,71.96,
LED-8088M-,93.48,
LED-8088M-MHBC,64.23,
LED-8088M30-G4,71.96,
LED-8088M40-G4,71.96,
LED-8088M50-G4,71.96,
LED-8089M-MHBC,116.88,
LED-8089M30-G4,129.16,
LED-8089M40-G4,129.16,
LED-8089M50-G4,129.16,
LED-8090M-MHBC,163.68,
LED-8090M30-G4,163.48,
LED-8090M40-G4,163.48,
LED-8090M40-G4-T3,174.92,
LED-8090M40-G4-T4,174.92,
LED-8090M50-G4,163.48,
LED-8090M50-G4-T3,174.92,
LED-8090M50-G4-T4,174.92,
LED-8100-,58.38,
LED-8101-,70.08,
LED-8102-,128.58,
LED-8104-,175.38,
LED-8130M40,128.58,
LED-8130M50,128.58,
LED-8132M40,128.58,
LED-8132M50,128.58,
LED-8136M40,116.88,
LED-8136M50,116.88,
LED-8144M-A,64.23,
LED-8145M-A,70.08,
LED-8146M-A,99.33,
LED-8150-50K,257.28,
LED-8232M40,163.68,
LED-8232M50,163.68,
LED-8236M40,140.28,
LED-8236M50,140.28,
LED-8242M40,286.53,
LED-8242M50,286.53,
LED-8280-50K,467.88,
LED-8280-50K-HV,491.28,
LED-8929E57-HAZ,93.48,
LED-8929M57-HAZ,93.48,
LED-8T8-8-BC24-G3,7.66,
LED-9002-50K-5PK,175.38,
LED-9006-50K,105.18,
LED-9010-50K,147.3,
LED-9015-50K,187.08,
LED-9101M,58.38,
LED-9150-50K,187.08,
LED-9300-50K,357.9,
LED-9611G,304.2,
LED-9614G,819.0,
LED-9640G-A1-150S,384.93,
LED-9650G-T,146.25,
LED-9670-GR-UL-4-FC-S,37.05,
LED-9T8-8-DE24-G3,8.03,
LED-DDAL50W-5K,81.25,
LED-DDALG40W-5K,75.0,
LED-FRP-WH4-K,17.5,
LED-FRP-WH6-K,21.25,
LED-FSP-WH4-K,16.25,
LED-FSP-WH6-K,16.25,
LED-PL1BLK,26.74,
LED-PL1NKL,26.74,
LED-PL1WHT,26.74,
LED-PL3BLK,76.74,
LED-PL3NKL,76.74,
LED-PL3WHT,76.74,
LED12LHB90W50K-LC,88.4,
LED22LHB180W50K-LC,127.4,
LED24LHB320W50K-,279.5,
LED2CD15W4IN-K27V,33.8,
LED2CD15W6IN-K27V,34.45,
LED2CD15W8IN-K27V,35.1,
LED2CD20W4IN-K27V,35.75,
LED2CD20W6IN-K27V,36.4,
LED2CD20W8IN-K27V,37.05,
LED3MHB140W50K,154.7,
LED3MHB200W50K,180.7,
LED4FTT8-K15WBC,7.8,
LED4PK105W-K3-,143.0,
LED4PK150W-K3-,193.7,
LED4PK300W-K3-,323.7,
LED4PK70W-K3-,154.7,
LEDACUWP30W,64.04,
LEDACUWP40W,68.04,
LEDACUWP70W,124.06,
LEDAL-G2-120L-840-STD-T3-DB,234.0,
LEDAL-G2-140L-840-STD-T3-DB,260.0,
LEDAL-G2-200L-840-STD-T3-DB,351.0,
LEDAL-G2-270L-840-STD-T3-DB,416.0,
LEDAL-G2-330L-840-STD-T3-DB,468.0,
LEDAL-G2-400L-840-STD-T3-DB,520.0,
LEDAL-G2-75L-840-STD-T3-DB,210.6,
LEDBARKITJ-10W-2FT-1L-840,22.75,
LEDBARKITJ-15W-4FT-1L-840,31.07,
LEDBARKITJ-20W-2FT-2L-840,37.7,
LEDBARKITJ-30W-4FT-2L-840,49.14,
LEDBARKITJ-40W-4FT-3L-840,72.41,
LEDBARKITJ-60W-4FT-4L-840,95.68,
LEDCD15W6IN40K27V,22.1,
LEDCD30W8IN-K27V,31.69,
LEDCNP27W,44.2,
LEDCNP40W,46.8,
LEDCPYSM120W-5K,237.5,
LEDCR-G2-9IN-14L-FWFC,49.4,
LEDCXTEU2-,33.13,
LEDFCUWP45W,81.9,
LEDFCUWP70W,93.6,
LEDFCUWP90W,136.5,
LEDFHB135-K-MVDIM-V2,96.25,
LEDFHB180-K-MVDIM-V2,137.5,
LEDFHB265-K-MVDIM-V2,187.5,
LEDFHB320-K-MVDIM-V2,200.0,
LEDFHB425-K-MVDIM-V2,268.75,
LEDFHB90-K-MVDIM-V2,81.25,
LEDFL110W50K277V-,151.98,
LEDFL15W277V50K-,22.03,
LEDFL200W50K277V-,253.5,
LEDFL30W277V50K-,31.14,
LEDFL45W277V50K-,54.54,
LEDFL70W50K277V-,137.94,
LEDFOLLOWSPOT120ST,699.99,
LEDFOLLOWSPOT75ST,539.99,
LEDGNB42W50K,63.7,
LEDHB100-K-MVDIM10V-WN,87.5,
LEDHB150-K-MVDIM10V-WN,118.75,
LEDHB200-K-MVDIM10V-WN,156.25,
LEDHBR-14-K-PRM-BLK-UNV,125.0,
LEDHBR-21-K-PRM-BLK-UNV,150.0,
LEDHBR-27-K-PRM-BLK-UNV,206.25,
LEDHBR-32-K-PRM-BLK-UNV,218.75,
LEDLB100W50K,92.24,
LEDLB80W50K,125.65,
LEDLS10W30K,37.38,
LEDMPALPRO100-K,143.75,
LEDMPALPRO140-K,150.0,
LEDMPALPRO15-K,25.0,
LEDMPALPRO240-K,225.0,
LEDMPALPRO280-K,281.25,
LEDMPALPRO30-K,43.75,
LEDMPALPRO50-K,63.75,
LEDMPALPRO80-K,128.75,
LEDMST1000W57K-D,1657.5,
LEDMST500W57K-D,812.5,
LEDMST800W57K-D,1631.5,
LEDOSEC-1-PC-K,23.75,
LEDOSEC-2-PC-K,32.5,
LEDOSEC-3-PC-K,41.25,
LEDPALET,159.99,
LEDPANEL-G3-1X4-25L-FWFC,78.0,
LEDPANEL-G3-2X2-20L-FWFC,59.8,
LEDPANEL-G3-2X4-33L-FWFC-A,97.5,
LEDPINSPOT2,43.99,
LEDPINSPOT3,49.99,
LEDPNL1X4-35W-KMV-PRM-BES,51.25,
LEDPNL1X4-40W-K,43.75,
LEDPNL22CCT27K-65K-DIM,75.0,
LEDPNL24CCT27K-65K-DIM,106.25,
LEDPNL2X2-32W-KMV-DLCPRM-BES,43.75,
LEDPNL2x2-40W-K,37.5,
LEDPNL2X4-35W-KMV-DLCPRM-BES,73.75,
LEDPNL2x4-50W-K,60.0,
LEDPNL2x4-70W-K,71.25,
LEDR-1,15.63,
LEDR-10M-A,1.37,
LEDR-10M-A-RGB,2.08,
LEDR-10M-B,1.37,
LEDR-10M-B-RGB,2.08,
LEDR-10M-C-RGB,2.08,
LEDR-8M-A,1.37,
LEDR-8M-B,1.37,
LEDR-8M-C,1.37,
LEDR-CHNL-4FT,7.74,
LEDR-CHNL-4FT-WHT,7.74,
LEDR-DMR-R,3.05,
LEDR11-K,25.0,
LEDR14-K,37.5,
LEDRCNP45W50K,67.9,
LEDRCNP60W50K,79.94,
LEDS11-K,25.0,
LEDS14-K,40.0,
LEDSL15W-K-K-30,30.0,
LEDSL28W-K-K-30,51.25,
LEDSL42W-K-K-60,72.5,
LEDSP4FT45W-K,55.72,
LEDSP8FT60W-,97.38,
LEDSP8FT80W50K,119.6,
LEDSPK45W50K,89.7,
LEDSPK70W50K,102.7,
LEDSR-G2-14INE-8L-FWFC,45.5,
LEDSR-G2-14INM-8L-FWFC,45.5,
LEDSR-G2-4IN-8L-FWFC,41.6,
LEDSR-G2-9IN-8L-FWFC,45.5,
LEDSWM10W-K,29.9,
LEDSWM15W-K,31.2,
LEDTF2X230W-K-MS,41.6,
LEDTF2X450W-K-MS,71.5,
LEDTPK150W-K3-,201.5,
LEDTPK200W-K3-,219.7,
LEDTPK250W-K3-,284.7,
LEDTPK300W-K3-,323.7,
LEDTPK350W-K3-,488.8,
LEDVT4FT45W-K,124.36,
LEDVT4FT60W-K,130.38,
LEDWM25W,32.5,
LEDWP100SN-K-PRM,125.0,
LEDWP120SN-K-PRM,137.5,
LEDWP135W,143.0,
LEDWP30W50K,54.6,
LEDWP35SN-K-PRM,68.75,
LEDWP42W,57.53,
LEDWP55SN-K-PRM,75.0,
LEDWP65W,67.6,
LEDWP80SN-K-PRM,100.0,
LEDWP90W,98.8,
LEDWPA25W,72.5,
LEDWPA40W,82.5,
LEDWPA60W,123.75,
LEDWPA80W,135.0,
LEDWPCA120W,156.25,
LEDWPCA12W,37.5,
LEDWPCA30W,56.25,
LEDWPCA50W,73.75,
LEDWPCA80W,131.25,
LEDWPFC50W,90.0,
LEDWPPCSNF-20W-K,32.5,
LESW-12W-30K-P,75.74,
LESW-12W-50K-P,75.74,
LESW-15W-30K-P,81.74,
LESW-15W-30K-P-WH,103.74,
LESW-15W-50K-P,81.74,
LESW-15W-50K-P-WH,103.74,
LESW-20W-30K-P,90.74,
LESW-20W-30K-P-WH,114.74,
LESW-20W-50K-P,90.74,
LESW-20W-50K-P-WH,114.74,
LF-4836U-40,74.48,
LF-4849U-,101.08,
LF-AD-KNU,10.74,
LF-AD-SF,50.74,
LF12-6CW,25.74,
LF12-6NW,25.74,
LF12-6W-27K-KN,26.74,
LF12-6W-30K-KN,26.74,
LF12-6W-40K-KN,26.74,
LF12-6W-50K-KN,26.74,
LF12-6WW,2574.0,
LF3-15CW-KN,37.74,
LF3-15CW-TR,34.74,
LF3-15WW-KN,37.74,
LF3-15WW-TR,34.74,
LF3-30CW-KN,61.74,
LF3-30CW-TR,58.74,
LF3-30WW-KN,61.74,
LF3-30WW-TR,58.74,
LF3-50CW-KN,84.74,
LF3-50CW-TR,81.74,
LF3-50WW-KN,84.74,
LF3-50WW-TR,81.74,
LF3-HL-100W-30K,220.74,
LF3-HL-100W-40K,220.74,
LF3-HL-100W-40K-480V,371.74,
LF3-HL-100W-50K,220.74,
LF3-HL-100W-50K-480V,371.74,
LF3-HL-150W-30K,271.74,
LF3-HL-150W-40K,271.74,
LF3-HL-150W-40K-480V,435.74,
LF3-HL-150W-50K,271.74,
LF3-HL-150W-50K-480V,435.74,
LF3-HL-230W-30K,414.74,
LF3-HL-230W-40K,414.74,
LF3-HL-230W-40K-480V,593.74,
LF3-HL-230W-50K,414.74,
LF3-HL-230W-50K-480V,593.74,
LF3-HL-300W-30K,509.74,
LF3-HL-300W-40K,509.74,
LF3-HL-300W-40K-480V,740.74,
LF3-HL-300W-50K,509.74,
LF3-HL-300W-50K-480V,740.74,
LF3-HL-30W-30K-D-KN,50.74,
LF3-HL-30W-40K-D-KN,50.74,
LF3-HL-30W-50K-D-KN,50.74,
LF3-HL-50W-30K-D-KN,113.74,
LF3-HL-50W-40K-D-KN,113.74,
LF3-HL-50W-50K-D-KN,113.74,
LF3-HL-80W-30K,210.74,
LF3-HL-80W-40K,210.74,
LF3-HL-80W-50K,210.74,
LF3-WH-15CW-KN,43.74,
LF3-WH-15WW-KN,43.74,
LF3-WH-30CW-KN,66.74,
LF3-WH-30WW-KN,66.74,
LF3-WH-50CW-KN,85.74,
LF3-WH-50WW-KN,85.74,
LF4-100CW-SF,248.74,
LF4-100CW-TR,248.74,
LF4-100WW-SF,248.74,
LF4-100WW-TR,248.74,
LF4-12CW-KN,50.74,
LF4-12CW-TR,46.74,
LF4-12V-12W-30K,64.74,
LF4-12V-12W-50K,64.74,
LF4-12V-24W-30K,94.74,
LF4-12V-24W-50K,94.74,
LF4-12V-30W-30K,119.74,
LF4-12V-30W-50K,119.74,
LF4-12V-50W-30K,171.74,
LF4-12V-50W-50K,171.74,
LF4-12V-6W-30K,48.74,
LF4-12V-6W-50K,48.74,
LF4-12WW-KN,50.74,
LF4-12WW-TR,46.74,
LF4-150CW-SF,367.74,
LF4-150CW-TR,367.74,
LF4-150WW-SF,367.74,
LF4-150WW-TR,367.74,
LF4-30CW-KN,82.74,
LF4-30CW-TR,77.74,
LF4-30WW-KN,82.74,
LF4-30WW-TR,77.74,
LF4-50CW-KN,108.74,
LF4-50CW-TR,108.74,
LF4-50WW-KN,108.74,
LF4-50WW-TR,108.74,
LF4-80CW-SF,221.74,
LF4-80CW-TR,221.74,
LF4-80WW-SF,221.74,
LF4-80WW-TR,221.74,
LF5-380CW-480V,843.74,
LF5-380CW-YK,747.74,
LFCO-100W-40K,190.74,
LFCO-100W-50K,190.74,
LFCO-150W-40K,212.74,
LFCO-150W-50K,212.74,
LFCO-230W-40K,327.74,
LFCO-230W-50K,327.74,
LFCO-300W-40K,404.74,
LFCO-300W-50K,404.74,
LFCO-50W-40K,151.74,
LFCO-50W-50K,151.74,
LFCO-80W-40K,174.74,
LFCO-80W-50K,174.74,
LFLD-5W-30K-BZ,69.74,
LFLV-12W-27K,64.74,
LFLV-12W-30K,64.74,
LFLV-12W-40K,64.74,
LFLV-12W-50K,64.74,
LFLV-7W-27K,48.74,
LFLV-7W-30K,48.74,
LFLV-7W-40K,48.74,
LFLV-7W-50K,48.74,
LGP-100W-30K,319.74,
LGP-100W-40K,319.74,
LGP-100W-50K,319.74,
LGP-42W-30K,252.74,
LGP-42W-40K,252.74,
LGP-42W-50K,252.74,
LHB1-111-850-UNV-LED2,102.7,
LHB2-161-850-UNV-LED2,154.7,
LHB2-50W-30K,143.74,
LHB2-50W-30K-WH,143.74,
LHB2-50W-40K,143.74,
LHB2-50W-40K-WH,143.74,
LHB2-50W-50K,143.74,
LHB2-50W-50K-WH,143.74,
LHB3-221-850-UNV-LED2,180.7,
LIFI-35F-4FT-G2,106.6,
LIVC-G2-2F-20L-FWFC-R-S1-,111.8,
LIVC-G2-3F-20L-FWFC-R-S1-,127.4,
LIVC-G2-4F-20L-FWFC-R-S1-,143.0,
LLHB-120W-40K-D,145.74,
LLHB-120W-50K-D,145.74,
LLHB-180W-40K-D,190.74,
LLHB-180W-50K-D,190.74,
LLHB-240W-40K-D,257.74,
LLHB-240W-50K-D,257.74,
LLHB2-100W-40K-D,232.74,
LLHB2-100W-50K-D,232.74,
LLHB2-150W-40K-D,355.74,
LLHB2-150W-50K-D,355.74,
LLHB3-2FT-100W-40K-D,151.74,
LLHB3-2FT-100W-50K-D,151.74,
LLHB4-100W-40K-D,150.74,
LLHB4-100W-50K-D,150.74,
LLHB4-150W-40K-D,211.74,
LLHB4-150W-50K-D,211.74,
LLHB4-200W-40K-D,266.74,
LLHB4-200W-50K-D,266.74,
LLHB4-300W-40K-D,394.74,
LLHB4-300W-50K-D,394.74,
LLHB4-50W-40K-D,121.74,
LLHB4-50W-50K-D,121.74,
LLT-2U-T8-15W-BA-K,260.0,
LLT-4-EM-T8-G2-15W-K,1552.0,
LLT-4-FR-C-22W-K,821.0,
LLT-4-G-T8-15W-DBA-K,193.5,
LLT-5-FR-C-22W-K,895.25,
LLT-6-FR-C-30W-K,957.75,
LLT-T5N-1-D-K,472.8,
LLT-T5N-2-D-K,262.8,
LLT-T5N-2-K,242.8,
LLT-T5N-3-D-K,294.8,
LLT-T5N-3-K,268.8,
LLT-T5N-4-D-K,320.8,
LLT-T5N-4-K,294.4,
LLVT-2FT-25W-40K-D,90.74,
LLVT-2FT-25W-50K-D,90.74,
LLVT-4FT-100W-40K-D,322.74,
LLVT-4FT-100W-50K-D,322.74,
LLVT-4FT-150W-40K-D,378.74,
LLVT-4FT-150W-50K-D,378.74,
LLVT-4FT-40W-40K-D,118.74,
LLVT-4FT-40W-50K-D,118.74,
LLVT-4FT-75W-40K-D,177.74,
LLVT-4FT-75W-50K-D,177.74,
